 format: day,hour,forecast,value  location:102_83 Start : 20180101 
 20,2000,+67,285.000000 
 20,2300,+4,342.000000 
 20,2300,+7,357.000000 
 20,2300,+10,324.000000 
 20,2300,+13,298.000000 
 20,2300,+16,286.000000 
 20,2300,+19,283.000000 
 20,2300,+22,343.000000 
 20,2300,+25,345.000000 
 20,2300,+28,348.000000 
 20,2300,+31,333.000000 
 20,2300,+34,225.000000 
 20,2300,+37,250.000000 
 20,2300,+40,315.000000 
 20,2300,+43,280.000000 
 20,2300,+46,295.000000 
 20,2300,+49,301.000000 
 20,2300,+52,299.000000 
 20,2300,+55,297.000000 
 20,2300,+58,300.000000 
 20,2300,+61,296.000000 
 20,2300,+64,285.000000 
 21,0200,+4,357.000000 
 21,0200,+7,324.000000 
 21,0200,+10,298.000000 
 21,0200,+13,286.000000 
 21,0200,+16,283.000000 
 21,0200,+19,343.000000 
 21,0200,+22,345.000000 
 21,0200,+25,348.000000 
 21,0200,+28,333.000000 
 21,0200,+31,225.000000 
 21,0200,+34,250.000000 
 21,0200,+37,315.000000 
 21,0200,+40,280.000000 
 21,0200,+43,295.000000 
 21,0200,+46,301.000000 
 21,0200,+49,299.000000 
 21,0200,+52,297.000000 
 21,0200,+55,300.000000 
 21,0200,+58,296.000000 
 21,0200,+61,285.000000 
 21,0500,+4,324.000000 
 21,0500,+7,298.000000 
 21,0500,+10,286.000000 
 21,0500,+13,283.000000 
 21,0500,+16,343.000000 
 21,0500,+19,345.000000 
 21,0500,+22,348.000000 
 21,0500,+25,333.000000 
 21,0500,+28,225.000000 
 21,0500,+31,250.000000 
 21,0500,+34,315.000000 
 21,0500,+37,280.000000 
 21,0500,+40,295.000000 
 21,0500,+43,301.000000 
 21,0500,+46,299.000000 
 21,0500,+49,297.000000 
 21,0500,+52,300.000000 
 21,0500,+55,296.000000 
 21,0500,+58,285.000000 
 21,0800,+4,312.000000 
 21,0800,+7,312.000000 
 21,0800,+10,326.000000 
 21,0800,+13,325.000000 
 21,0800,+16,331.000000 
 21,0800,+19,338.000000 
 21,0800,+22,319.000000 
 21,0800,+25,257.000000 
 21,0800,+28,240.000000 
 21,0800,+31,297.000000 
 21,0800,+34,297.000000 
 21,0800,+37,295.000000 
 21,0800,+40,301.000000 
 21,0800,+43,298.000000 
 21,0800,+46,294.000000 
 21,0800,+49,300.000000 
 21,0800,+52,304.000000 
 21,0800,+55,291.000000 
 21,1100,+4,312.000000 
 21,1100,+7,326.000000 
 21,1100,+10,325.000000 
 21,1100,+13,331.000000 
 21,1100,+16,338.000000 
 21,1100,+19,319.000000 
 21,1100,+22,257.000000 
 21,1100,+25,240.000000 
 21,1100,+28,297.000000 
 21,1100,+31,297.000000 
 21,1100,+34,295.000000 
 21,1100,+37,301.000000 
 21,1100,+40,298.000000 
 21,1100,+43,294.000000 
 21,1100,+46,300.000000 
 21,1100,+49,304.000000 
 21,1100,+52,291.000000 
 21,1400,+4,326.000000 
 21,1400,+7,325.000000 
 21,1400,+10,331.000000 
 21,1400,+13,338.000000 
 21,1400,+16,319.000000 
 21,1400,+19,257.000000 
 21,1400,+22,240.000000 
 21,1400,+25,297.000000 
 21,1400,+28,297.000000 
 21,1400,+31,295.000000 
 21,1400,+34,301.000000 
 21,1400,+37,298.000000 
 21,1400,+40,294.000000 
 21,1400,+43,300.000000 
 21,1400,+46,304.000000 
 21,1400,+49,291.000000 
 21,1700,+4,325.000000 
 21,1700,+7,331.000000 
 21,1700,+10,338.000000 
 21,1700,+13,319.000000 
 21,1700,+16,257.000000 
 21,1700,+19,240.000000 
 21,1700,+22,297.000000 
 21,1700,+25,297.000000 
 21,1700,+28,295.000000 
 21,1700,+31,301.000000 
 21,1700,+34,298.000000 
 21,1700,+37,294.000000 
 21,1700,+40,300.000000 
 21,1700,+43,304.000000 
 21,1700,+46,291.000000 
 21,2000,+4,315.000000 
 21,2000,+7,320.000000 
 21,2000,+10,302.000000 
 21,2000,+13,254.000000 
 21,2000,+16,276.000000 
 21,2000,+19,276.000000 
 21,2000,+22,304.000000 
 21,2000,+25,302.000000 
 21,2000,+28,304.000000 
 21,2000,+31,303.000000 
 21,2000,+34,304.000000 
 21,2000,+37,302.000000 
 21,2000,+40,289.000000 
 21,2000,+43,290.000000 
 21,2000,+46,298.000000 
 21,2000,+49,302.000000 
 21,2000,+52,310.000000 
 21,2000,+55,306.000000 
 21,2000,+58,303.000000 
 21,2000,+61,305.000000 
 21,2000,+64,305.000000 
 21,2000,+67,308.000000 
 21,2300,+4,320.000000 
 21,2300,+7,302.000000 
 21,2300,+10,254.000000 
 21,2300,+13,276.000000 
 21,2300,+16,276.000000 
 21,2300,+19,304.000000 
 21,2300,+22,302.000000 
 21,2300,+25,304.000000 
 21,2300,+28,303.000000 
 21,2300,+31,304.000000 
 21,2300,+34,302.000000 
 21,2300,+37,289.000000 
 21,2300,+40,290.000000 
 21,2300,+43,298.000000 
 21,2300,+46,302.000000 
 21,2300,+49,310.000000 
 21,2300,+52,306.000000 
 21,2300,+55,303.000000 
 21,2300,+58,305.000000 
 21,2300,+61,305.000000 
 21,2300,+64,308.000000 
 22,0200,+4,302.000000 
 22,0200,+7,254.000000 
 22,0200,+10,276.000000 
 22,0200,+13,276.000000 
 22,0200,+16,304.000000 
 22,0200,+19,302.000000 
 22,0200,+22,304.000000 
 22,0200,+25,303.000000 
 22,0200,+28,304.000000 
 22,0200,+31,302.000000 
 22,0200,+34,289.000000 
 22,0200,+37,290.000000 
 22,0200,+40,298.000000 
 22,0200,+43,302.000000 
 22,0200,+46,310.000000 
 22,0200,+49,306.000000 
 22,0200,+52,303.000000 
 22,0200,+55,305.000000 
 22,0200,+58,305.000000 
 22,0200,+61,308.000000 
 22,0500,+4,254.000000 
 22,0500,+7,276.000000 
 22,0500,+10,276.000000 
 22,0500,+13,304.000000 
 22,0500,+16,302.000000 
 22,0500,+19,304.000000 
 22,0500,+22,303.000000 
 22,0500,+25,304.000000 
 22,0500,+28,302.000000 
 22,0500,+31,289.000000 
 22,0500,+34,290.000000 
 22,0500,+37,298.000000 
 22,0500,+40,302.000000 
 22,0500,+43,310.000000 
 22,0500,+46,306.000000 
 22,0500,+49,303.000000 
 22,0500,+52,305.000000 
 22,0500,+55,305.000000 
 22,0500,+58,308.000000 
 22,0800,+4,238.000000 
 22,0800,+7,276.000000 
 22,0800,+10,301.000000 
 22,0800,+13,302.000000 
 22,0800,+16,304.000000 
 22,0800,+19,307.000000 
 22,0800,+22,304.000000 
 22,0800,+25,301.000000 
 22,0800,+28,257.000000 
 22,0800,+31,309.000000 
 22,0800,+34,301.000000 
 22,0800,+37,306.000000 
 22,0800,+40,302.000000 
 22,0800,+43,302.000000 
 22,0800,+46,302.000000 
 22,0800,+49,304.000000 
 22,0800,+52,301.000000 
 22,0800,+55,309.000000 
 22,1100,+4,276.000000 
 22,1100,+7,301.000000 
 22,1100,+10,302.000000 
 22,1100,+13,304.000000 
 22,1100,+16,307.000000 
 22,1100,+19,304.000000 
 22,1100,+22,301.000000 
 22,1100,+25,257.000000 
 22,1100,+28,309.000000 
 22,1100,+31,301.000000 
 22,1100,+34,306.000000 
 22,1100,+37,302.000000 
 22,1100,+40,302.000000 
 22,1100,+43,302.000000 
 22,1100,+46,304.000000 
 22,1100,+49,301.000000 
 22,1100,+52,309.000000 
 22,1400,+4,301.000000 
 22,1400,+7,302.000000 
 22,1400,+10,304.000000 
 22,1400,+13,307.000000 
 22,1400,+16,304.000000 
 22,1400,+19,301.000000 
 22,1400,+22,257.000000 
 22,1400,+25,309.000000 
 22,1400,+28,301.000000 
 22,1400,+31,306.000000 
 22,1400,+34,302.000000 
 22,1400,+37,302.000000 
 22,1400,+40,302.000000 
 22,1400,+43,304.000000 
 22,1400,+46,301.000000 
 22,1400,+49,309.000000 
 22,1700,+4,302.000000 
 22,1700,+7,304.000000 
 22,1700,+10,307.000000 
 22,1700,+13,304.000000 
 22,1700,+16,301.000000 
 22,1700,+19,257.000000 
 22,1700,+22,309.000000 
 22,1700,+25,301.000000 
 22,1700,+28,306.000000 
 22,1700,+31,302.000000 
 22,1700,+34,302.000000 
 22,1700,+37,302.000000 
 22,1700,+40,304.000000 
 22,1700,+43,301.000000 
 22,1700,+46,309.000000 
 22,2000,+4,299.000000 
 22,2000,+7,306.000000 
 22,2000,+10,303.000000 
 22,2000,+13,295.000000 
 22,2000,+16,262.000000 
 22,2000,+19,294.000000 
 22,2000,+22,302.000000 
 22,2000,+25,308.000000 
 22,2000,+28,305.000000 
 22,2000,+31,304.000000 
 22,2000,+34,305.000000 
 22,2000,+37,305.000000 
 22,2000,+40,307.000000 
 22,2000,+43,308.000000 
 22,2000,+46,311.000000 
 22,2000,+49,316.000000 
 22,2000,+52,319.000000 
 22,2000,+55,319.000000 
 22,2000,+58,314.000000 
 22,2000,+61,312.000000 
 22,2000,+64,307.000000 
 22,2000,+67,311.000000 
 22,2300,+4,306.000000 
 22,2300,+7,303.000000 
 22,2300,+10,295.000000 
 22,2300,+13,262.000000 
 22,2300,+16,294.000000 
 22,2300,+19,302.000000 
 22,2300,+22,308.000000 
 22,2300,+25,305.000000 
 22,2300,+28,304.000000 
 22,2300,+31,305.000000 
 22,2300,+34,305.000000 
 22,2300,+37,307.000000 
 22,2300,+40,308.000000 
